-84.39378517172695,33.78123012543277,0,-84.38880262066144,33.776877666423005,0,668.0537867312473
-84.397389045613,33.7747760996229,1,-84.398009214924,33.77357055668125,0,145.79200631368883
-84.398009214924,33.77357055668125,1,-84.39651065684585,33.772779872748515,1,309.8517260967783
-84.39651065684585,33.772779872748515,1,-84.39096887259626,33.769571690695614,2,934.0712058930909
-84.40366325910463,33.77688902399273,2,-84.40469972898788,33.779599557496205,0,316.255503756428
-84.40469972898788,33.779599557496205,2,-84.40099513026848,33.77935960869498,1,659.6856041235483
-84.40099513026848,33.77935960869498,2,-84.40326275302543,33.77845950552504,2,891.9408360894073
